Question,Answer
I can't sleep at night because of the constant worry about exams.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
"I feel like no matter how hard I try, it's not enough.",Distractions happen. Can we set up a schedule with specific study and break times?
How can I stop feeling so stressed about the competition?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
"I feel like no matter how hard I try, it's not enough.","Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't sleep at night because of the constant worry about exams.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
The syllabus feels overwhelming. I don't know where to start.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get distracted easily and end up wasting time. What should I do?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't sleep at night because of the constant worry about exams.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get nervous during tests and forget everything I studied.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I'm afraid of disappointing my family if I don’t succeed.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
"I feel like no matter how hard I try, it's not enough.","Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I’m so anxious about tomorrow’s mock test. What if I fail again?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I can't focus while studying. My mind keeps wandering to other things.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I get nervous during tests and forget everything I studied.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
